"","lags","pvalue"
"1",1,0.000133056473292426
"2",2,2.21514245868359e-06
"3",3,8.62493998310399e-06
"4",4,1.75758922016378e-05
"5",5,9.91473954237154e-06
"6",6,4.66680601807212e-06
"7",7,6.3241839620698e-07
"8",10,1.59749491734917e-06
"9",14,1.77045267335529e-10
"10",30,2.34142427668615e-09
"11",90,2.47203368886062e-11
"12",365,7.98583421612875e-13
