"","lags","pvalue"
"1",1,0.183843114107754
"2",2,0.249723778717028
"3",3,0.27489086868012
"4",4,0.139769263973296
"5",5,0.00343497498705547
"6",6,0.00712010105772387
"7",7,0.012190640749477
"8",10,0.00802306008350229
"9",14,0.00887701028398169
"10",30,0.0557114997117532
"11",90,0.073610015831548
"12",365,0.00700382438335212
