"","lags","pvalue"
"1",1,0.000799928173355169
"2",2,0.00263129995065525
"3",3,0.00317547470460422
"4",4,0.000474371377657157
"5",5,0.001162833092066
"6",6,0.00202165061437187
"7",7,0.0035553811233392
"8",10,0.0129085407652617
"9",14,0.0523086100782679
"10",30,0.237600264294614
"11",90,0.350501733183702
"12",365,0.581137449267719
