"","lags","pvalue"
"1",1,1.22265930158072e-07
"2",2,5.85973061739686e-07
"3",3,9.42487695665406e-08
"4",4,3.45710274185507e-07
"5",5,1.07122190229347e-06
"6",6,2.84548211582081e-06
"7",7,2.44209603561529e-06
"8",10,5.31086495669797e-07
"9",14,6.64866373067952e-09
"10",30,1.25667254380346e-11
"11",90,0
"12",365,0
