"","lags","pvalue"
"1",1,2.05657334539922e-06
"2",2,1.27335565338615e-05
"3",3,6.26032361394913e-06
"4",4,2.00299246813085e-05
"5",5,4.27891166587813e-06
"6",6,1.04138862632164e-05
"7",7,1.86861669130289e-05
"8",10,6.08712771258402e-05
"9",14,0.000331401070414072
"10",30,2.45858843128666e-06
"11",90,1.3115314512202e-07
"12",365,0.00130794840100912
