"","lags","pvalue"
"1",1,6.0541757688215e-06
"2",2,3.58722685740442e-05
"3",3,6.36918882798154e-05
"4",4,9.59500780145506e-05
"5",5,9.57524734386261e-05
"6",6,0.00019518124143969
"7",7,0.000439769978952231
"8",10,0.000808050103633384
"9",14,0.000342707605060166
"10",30,0.00306050214556575
"11",90,6.69052672264137e-07
"12",365,0.000251684152454135
