"","lags","pvalue"
"1",1,0.000901141672049022
"2",2,0.000136974863244488
"3",3,0.00047735243859337
"4",4,0.00121294842271868
"5",5,0.00262434281477808
"6",6,0.000349198105334403
"7",7,0.000546076675431939
"8",10,0.00045656741199851
"9",14,7.85240691936195e-06
"10",30,3.02822092512756e-07
"11",90,3.75545861075466e-09
"12",365,4.26621860269982e-05
