"","lags","pvalue"
"1",1,0.0367584232521514
"2",2,0.020275122862388
"3",3,0.00608658747680046
"4",4,0.00960609825142711
"5",5,0.0194568893079847
"6",6,0.0314532958073556
"7",7,0.0429090524710227
"8",10,0.0374743078130432
"9",14,0.0259182156939259
"10",30,0.000827127449799958
"11",90,2.13069817345257e-09
"12",365,8.23460611836246e-05
