"","lags","pvalue"
"1",1,0.00126471502487513
"2",2,0.00123033013771745
"3",3,0.00126854949558186
"4",4,0.003141206482972
"5",5,0.000147952892776693
"6",6,0.000360463453644821
"7",7,0.000414478280339692
"8",10,7.36545347671536e-05
"9",14,0.000104853653505987
"10",30,0.000623428064754461
"11",90,3.48665891714006e-08
"12",365,0.000103617981063175
