"","lags","pvalue"
"1",1,0.0114711738862975
"2",2,0.0342070414797905
"3",3,0.0185688291300897
"4",4,0.0248545237651571
"5",5,0.0345632493795072
"6",6,0.033538280944443
"7",7,0.0551181729677718
"8",10,0.0322448310240246
"9",14,0.0488638756113069
"10",30,0.180492300321766
"11",90,0.000519280022586721
"12",365,5.06892305907058e-11
