Date,Open,High,Low,Close,Adj Close,Volume
2018-05-02,65.279999,66.949997,65.239998,66.550003,66.550003,4542531
2018-05-03,66.570000,66.830002,66.029999,66.330002,66.330002,2868004
2018-05-04,66.279999,66.480003,65.910004,66.480003,66.480003,2790006
2018-05-07,66.410004,67.040001,66.160004,66.830002,66.830002,2237735
2018-05-08,66.830002,67.019997,66.510002,67.019997,67.019997,2699198
2018-05-09,66.620003,67.279999,66.570000,67.099998,67.099998,2580098
2018-05-10,67.209999,67.440002,66.680000,67.190002,67.190002,1920146
2018-05-11,67.239998,67.239998,66.739998,67.050003,67.050003,2261964
2018-05-14,67.169998,67.169998,66.400002,66.839996,66.839996,2220115
2018-05-15,66.800003,67.199997,66.510002,66.900002,66.900002,2800242
2018-05-16,67.000000,67.160004,66.769997,66.870003,66.870003,1987168
2018-05-17,66.870003,67.800003,66.849998,67.800003,67.800003,3391587
2018-05-18,67.739998,68.160004,67.180000,67.400002,67.400002,4684456
2018-05-21,67.400002,67.400002,67.400002,67.400002,67.400002,0
2018-05-22,68.239998,68.639999,67.720001,68.379997,68.379997,3996449
2018-05-23,68.139999,68.400002,66.650002,67.080002,67.080002,4185751
2018-05-24,66.430000,66.489998,64.559998,65.220001,65.220001,6841903
2018-05-25,65.400002,65.580002,64.440002,65.070000,65.070000,4493390
2018-05-28,65.199997,65.410004,63.779999,64.220001,64.220001,3163033
2018-05-29,63.750000,63.750000,62.349998,63.189999,63.189999,5613837
2018-05-30,63.009998,63.099998,62.259998,62.869999,62.869999,4627128
2018-05-31,null,null,null,null,null,null
2018-06-01,62.029999,62.529999,61.669998,62.029999,62.029999,4694942
