"","lags","Q"
"1",2,0.910967050239947
"2",3,0.924730390978285
"3",4,0.932236801666449
"4",5,0.943836449648655
"5",7,0.954724675245521
"6",10,0.96711327899127
"7",14,0.973963634082944
"8",30,0.9973278412438
"9",365,1.08524776114737
