"","lags","Q"
"1",2,0.487635118034977
"2",3,0.572034624603569
"3",4,0.649289231446829
"4",5,0.666961934995154
"5",7,0.755793861051541
"6",10,0.842899932994902
"7",14,0.954131186037791
"8",30,1.2270182600989
"9",365,1.89214546988388
