"","lags","Q"
"1",2,0.941095382441129
"2",3,0.944009661674905
"3",4,0.940820091815672
"4",5,0.946426050959784
"5",7,0.953935404933338
"6",10,0.962834455373373
"7",14,0.966157668465704
"8",30,0.9607183952459
"9",365,0.910082640435621
