"","lags","Q"
"1",2,0.917295335426477
"2",3,0.927738658743143
"3",4,0.938103322488386
"4",5,0.94927849976804
"5",7,0.960590288873273
"6",10,0.973326137031034
"7",14,0.988309170845438
"8",30,1.01981253123145
"9",365,1.19063270170859
