"","lags","pvalue"
"1",1,0.00019111425726559
"2",2,0.000213413702532916
"3",3,0.000739186467422104
"4",4,0.000416545928359158
"5",5,0.000830516864097075
"6",6,0.00180347867250841
"7",7,0.00283648939189862
"8",10,0.00192358680467974
"9",14,5.19232329221353e-06
"10",30,1.33446977024221e-06
"11",90,6.82099107366385e-05
"12",365,0.0139590129524553
