"","lags","pvalue"
"1",1,6.65618885564712e-08
"2",2,4.40723073702465e-07
"3",3,7.93950514110797e-07
"4",4,2.83839486980852e-06
"5",5,9.52510181839727e-10
"6",6,2.4896611439118e-09
"7",7,1.86488713360689e-09
"8",10,3.93761501182865e-09
"9",14,2.54235532626268e-09
"10",30,4.7064907526817e-11
"11",90,3.66144115027112e-10
"12",365,4.59637583549721e-09
