"","lags","pvalue"
"1",1,0.0368196787566354
"2",2,0.0203341601514565
"3",3,0.00611729379575587
"4",4,0.00965662195465122
"5",5,0.01955290380752
"6",6,0.0316056549967108
"7",7,0.0431233073301364
"8",10,0.0377731584974679
"9",14,0.0262774022698962
"10",30,0.000879597921745523
"11",90,3.62303353984572e-09
"12",365,0.000527844105515873
