"","lags","pvalue"
"1",1,0.0855651719561661
"2",2,0.00792074557783118
"3",3,0.00811673353442144
"4",4,0.01769497332005
"5",5,0.00779595050597903
"6",6,0.00918230753913729
"7",7,0.017155979901077
"8",10,0.0243745890703541
"9",14,0.0218324271327704
"10",30,0.00469445060335427
"11",90,2.05502281858116e-13
"12",365,7.39368566371468e-11
