"","lags","pvalue"
"1",1,0.0525341627482451
"2",2,0.0462147691143932
"3",3,0.0808653780087345
"4",4,0.0302291303681099
"5",5,0.0415321310545806
"6",6,0.0714852855345285
"7",7,0.00620939925331709
"8",10,0.00535461231649337
"9",14,0.0261935279040393
"10",30,0.0657622435264411
"11",90,3.09779646379127e-10
"12",365,1.39525994535816e-07
