"","lags","pvalue"
"1",1,0
"2",2,0
"3",3,0
"4",4,0
"5",5,0
"6",6,0
"7",7,0
"8",10,0
"9",14,0
"10",30,2.22044604925031e-16
"11",90,1.267652649517e-12
"12",365,4.15578837675845e-07
