"","lags","pvalue"
"1",1,0.011499877213544
"2",2,0.0342887060812507
"3",3,0.0186414677653468
"4",4,0.0249615451364684
"5",5,0.0347205560068029
"6",6,0.0337219472242981
"7",7,0.0554012684903151
"8",10,0.0325476989699991
"9",14,0.049437296576305
"10",30,0.183869289118555
"11",90,0.000715285497727036
"12",365,4.03688904526689e-09
