"","lags","pvalue"
"1",1,6.09643426607853e-06
"2",2,3.61118507985481e-05
"3",3,6.41520424891073e-05
"4",4,9.67068245320002e-05
"5",5,9.66299400665394e-05
"6",6,0.000196971322937278
"7",7,0.000443648521318618
"8",10,0.000817369950251279
"9",14,0.00035004521838089
"10",30,0.00317465440051101
"11",90,1.00523136625785e-06
"12",365,0.00144945467697144
